0.523417	0.957106	
1.400765	1.774635	
2.223278	2.646997	
3.010897	3.459540	
3.783561	4.262114	
4.606074	5.049732	
5.438557	5.827381	
6.191281	6.619985	
6.919081	7.367724	
7.731624	8.145373	
8.544167	8.992811	
9.396590	9.835264	
10.174239	10.637837	
11.016692	11.430441	
11.789356	12.158240	
12.467306	12.900995	
13.145256	13.608855	
13.818222	14.246925	
14.451307	14.899951	
15.124273	15.528052	
15.767329	16.166123	
16.515068	16.943772	
17.247852	17.721420	
17.970667	18.389401	
18.638647	19.107231	
19.356477	19.820075	
20.019472	20.478086	
20.747272	21.220840	
21.435192	21.873866	
22.128097	22.596680	
22.840942	23.244721	
23.483998	23.957566	
24.211797	24.635516	
24.864823	25.278572	
25.547758	25.916643	
26.170874	26.569668	
26.774050	27.232664	
27.417106	27.845810	
28.050192	28.448986	
28.638414	29.102012	
29.281469	29.725128	
29.894616	30.283440	
30.562596	30.941451	
31.305350	31.694175	
32.048105	32.446899	
32.750980	33.199623	
33.528628	33.942378	
34.286338	34.665192	
34.944348	35.353112	
35.637253	36.070942	
36.325173	36.808711	
37.033033	37.476692	
37.720953	38.174582	
38.418843	38.832592	
39.086824	39.510543	
39.799668	40.178523	
40.472634	40.886383	
41.190463	41.604212	
41.888353	42.307087	
42.561319	42.970083	
43.274163	43.682928	
43.942144	44.325983	
44.555290	44.949099	
45.223270	45.617080	
45.936115	46.404699	
46.698809	47.117543	
47.381744	47.800478	
48.114529	48.558188	
48.792479	49.236138	
49.495354	49.879194	
50.148380	50.567114	
50.776481	51.215154	
51.449446	51.863195	
52.147336	52.551115	
52.855196	53.263960	
53.582995	53.991760	
54.315780	54.739499	
