0.202661	0.603479	
1.098872	1.513201	
1.963558	2.346362	
2.837251	3.256083	
3.697433	4.111762	
4.517084	4.940420	
5.350245	5.796099	
6.196917	6.647274	
7.061603	7.471428	
7.813699	8.304589	
8.601825	9.133246	
9.425978	9.907861	
10.259139	10.704993	
11.038258	11.479608	
11.916454	12.357804	
12.808162	13.285540	
13.722387	14.181752	
14.578066	14.987891	
15.406723	15.884102	
16.257899	16.699249	
17.064038	17.527906	
17.915214	18.383585	
18.734864	19.189725	
19.577032	20.018382	
20.365157	20.865054	
21.162290	21.639668	
21.941408	22.414283	
22.716022	23.179890	
23.468119	23.922980	
24.278762	24.747134	
25.161463	25.593806	
25.985616	26.426967	
26.724202	27.170056	
27.426760	27.863606	
28.165346	28.606696	
29.039039	29.525425	
30.034329	30.466672	
30.957561	31.371890	
31.727672	32.196044	
32.448244	32.858069	
33.110269	33.556123	
33.754280	34.213644	
34.434320	34.911698	
35.123366	35.569220	
36.199720	36.686106	
37.186003	37.640864	
38.122746	38.573103	
38.910871	39.365732	
39.653961	40.117829	
40.324993	40.770847	
41.018543	41.432872	
41.757129	42.202983	
42.711887	43.220791	
43.720687	44.180052	
44.607891	45.044738	
45.359988	45.837366	
46.094070	46.508399	
46.796628	47.215460	
47.589256	48.008089	
48.350360	48.805221	
49.138486	49.566325	
49.926611	50.363457	
50.732750	51.174101	
51.520876	51.975737	
52.345030	52.786380	
53.160176	53.601526	
53.948302	54.389652	
54.763448	55.222813	
55.587602	56.055974	
56.456792	56.934170	
57.339492	57.830382	
58.258221	58.704075	
59.136418	59.613796	
59.924543	60.406425	
60.771215	61.221572	
61.554836	62.009697	
62.270905	62.725765	
