0.203912	0.594330	
1.148873	1.534317	
2.029178	2.412135	
2.929377	3.317308	
3.822115	4.219993	
4.655172	5.033156	
5.488229	5.886107	
6.395889	6.778846	
7.353282	7.733753	
8.273375	8.658820	
9.210875	9.591346	
10.160809	10.541280	
11.041114	11.451426	
11.963694	12.366545	
12.888760	13.261771	
13.759118	14.139589	
14.644397	15.047248	
15.544595	15.910146	
16.409980	16.830239	
17.412135	17.810013	
18.349635	18.804708	
19.309516	19.707394	
20.301724	20.684682	
21.316313	21.711704	
22.204078	22.616877	
23.086870	23.479775	
24.006963	24.402354	
24.892241	25.275199	
25.847149	26.232593	
26.836870	27.227288	
27.774370	28.177221	
28.706897	29.104775	
