0.251225	0.637725	
\	8.472419	18.011063
1.026985	1.432810	
\	8.472419	19.179348
1.808267	2.227895	
\	9.607185	46.233261
2.559181	2.976048	
\	11.600566	26.260651
3.307334	3.710398	
\	46.233261	98.284828
4.080333	4.513765	
\	24.661024	76.437981
4.911308	5.319893	
\	20.423403	35.956486
5.687068	6.120500	
\	14.007546	46.233261
6.421418	6.846567	
\	14.007546	40.772354
7.302085	7.694106	
\	20.423403	52.425571
8.188274	8.583056	
\	29.777905	46.233261
9.071702	9.480287	
\	16.913952	52.425571
9.866787	10.327826	
\	10.230349	38.288780
10.645308	11.026286	
\	16.913952	43.417034
11.368615	11.802047	
\	15.883669	43.417034
12.072596	12.472900	
\	15.883669	27.964029
12.751732	13.138232	
\	16.913952	55.826130
13.417064	13.842213	
\	14.916140	35.956486
14.112763	14.466134	
\	14.007546	33.766247
14.764291	15.167355	
\	5.810873	27.964029
15.426862	15.796798	
\	26.260651	71.781876
16.031458	16.464890	
\	11.600566	26.260651
16.658140	17.033597	
\	6.187793	19.179348
17.235129	17.613347	
\	3.985432	14.916140
17.823161	18.201379	
\	6.187793	24.661024
18.400150	18.800453	
\	19.179348	67.409401
19.021310	19.396767	
\	35.956486	81.396095
19.634188	20.009645	
\	26.260651	49.232147
20.241545	20.625284	
\	13.154299	38.288780
20.873748	21.268530	
\	31.709435	71.781876
21.533559	21.920059	
\	46.233261	81.396095
22.215455	22.588151	
\	71.781876	118.677773
22.875265	23.261765	
\	18.011063	98.284828
23.524033	23.910532	
\	38.288780	92.298004
24.161757	24.562061	
\	49.232147	63.303291
24.827089	25.221871	
\	20.423403	76.437981
25.462053	25.854074	
\	52.425571	92.298004
26.094256	26.491799	
\	33.766247	76.437981
26.767870	27.159891	
\	46.233261	71.781876
27.491177	27.844548	
\	29.777905	63.303291
28.175833	28.520923	
\	55.826130	98.284828
28.819080	29.202819	
\	46.233261	118.677773
29.473368	29.840543	
\	55.826130	111.448753
30.077964	30.475507	
\	55.826130	71.781876
30.660475	31.060778	
\	43.417034	98.284828
31.292678	31.662614	
\	33.766247	86.675812
31.916599	32.275492	
\	46.233261	59.447269
32.534999	32.921499	
\	33.766247	63.303291
33.200331	33.570266	
\	49.232147	59.447269
