0.564485	1.005179	
1.252760	1.698406	
1.955890	2.352019	
2.629310	3.010585	
3.258166	3.649344	
3.896925	4.332667	
4.505974	4.931813	
5.124927	5.560669	
5.743879	6.144960	
6.347977	6.773816	
6.957026	7.397720	
7.571027	8.001818	
8.229592	8.650480	
8.868351	9.313997	
9.536820	9.977514	
10.165675	10.616273	
10.819289	11.284742	
11.453097	11.883888	
12.141372	12.532550	
12.765276	13.196067	
13.384228	13.790261	
13.973471	14.414165	
14.592424	15.013311	
15.147005	15.612457	
15.795667	16.271023	
16.578023	16.989008	
17.206879	17.692138	
17.954573	18.410122	
18.801300	19.251898	
19.544043	20.009496	
20.192706	20.673013	
20.890884	21.336530	
21.678192	22.123837	
22.460547	22.930951	
23.129016	23.594468	
23.842049	24.317405	
24.540228	24.975970	
25.213648	25.669197	
25.847455	26.293101	
26.496118	26.931860	
27.115070	27.595377	
27.778587	28.219281	
28.486669	28.922411	
29.150186	29.640396	
29.863219	30.279155	
30.561398	31.011995	
31.309092	31.764641	
32.046883	32.502432	
32.740110	33.195659	
33.433337	33.893838	
34.096854	34.512790	
34.750468	35.201065	
35.463501	35.874486	
36.260712	36.691503	
37.117342	37.523375	
37.929408	38.389908	
38.741473	39.201974	
39.548587	39.994233	
40.316089	40.791444	
41.034073	41.464864	
41.761962	42.143236	
42.410624	42.806753	
43.093947	43.485125	
43.727755	44.109029	
44.331852	44.742837	
44.930998	45.302370	
45.495483	45.891612	
46.084726	46.520468	
46.728436	47.109711	
47.436518	47.817793	
48.233729	48.619955	
49.080456	49.451827	
49.833102	50.224280	
50.526329	50.971974	
51.189846	51.625588	
51.838508	52.303960	
52.511928	52.982332	
53.185348	53.635946	
53.848866	54.289560	
54.556947	54.992690	
55.265029	55.700771	
56.096901	56.562353	
56.844596	57.290241	
57.617048	58.062694	
58.434065	58.894566	
59.265938	59.681874	
59.978971	60.429568	
60.726665	61.177263	
61.504070	61.959619	
